condition,promoter,vector,replica,well,well_gr,sd_well_gr,alpha_gfp,sd_alpha_gfp,promoter_type
glucoseaa020,p2C9,pl,4,pl7_C_9_p2-C9,1.5508048073775345,0.09985593523837079,1234.103573466779,69.17975294738027,medium
glucoseaa020,p2C10,pl,4,pl7_C_10_p2-C10,1.538537491436609,0.08658068877827264,10704.672550069903,261.2775627089153,high
glucoseaa020,p2C11,pl,4,pl7_C_11_p2-C11,1.5810393788253572,0.13270918251405933,122.05455533065634,27.209481629546556,medium
glucoseaa020,med3,pl,4,pl7_D_5_pl-med3,1.8561813862697802,0.020041325388201546,442.48909630299374,14.12599730370321,medium
glucoseaa020,med3,pl,4,pl7_D_6_pl-med3,1.657029619391777,0.06574263482698316,548.9863304589448,9.678152480256985,medium
glucoseaa020,p2D7,pl,4,pl7_D_7_p2-D7,1.8856957115793629,0.12511096388882614,116.31261971141285,1.0695817678462234,medium
glucoseaa020,p2D8,pl,4,pl7_D_8_p2-D8,1.509457464028548,0.08223346800125551,554.2479838299485,12.576300764463252,medium
glucoseaa020,p2D9,pl,4,pl7_D_9_p2-D9,1.5145190918807174,0.0928717965178756,631.3377792767501,34.92425492286769,medium
glucoseaa020,p2D10,pl,4,pl7_D_10_p2-D10,1.6068658020692976,0.07337164787126081,14040.86497134499,327.86291938931464,high
glucoseaa020,rplN,pl,4,pl7_E_5_pl-rplN,1.541063973241505,0.08974626134009168,48420.95113134638,166.68703984306822,ribsomomal
glucoseaa020,rplN,pl,4,pl7_E_6_pl-rplN,1.5098198016924187,0.07494757416471595,47060.50392616088,933.8221391043373,ribsomomal
glucoseaa020,p2E10,pl,4,pl7_E_10_p2-E10,1.518983972828854,0.0978564469381727,19297.280489388377,450.42403988073175,high
glucoseaa020,p2E11,pl,4,pl7_E_11_p2-E11,1.8959508170642008,0.009694941646538814,12925.642822323016,236.73828046721923,high
glucoseaa020,p2F10,pl,4,pl7_F_10_p2-F10,1.588064131376641,0.08756436093130915,16569.853828204752,426.0832115912957,high
glucoseaa020,p2G10,pl,4,pl7_G_10_p2-G10,1.6133654261438917,0.0972741214925552,10544.489528481769,261.9056183321681,high
glucoseaa020,p2G11,pl,4,pl7_G_11_p2-G11,1.7781505171379994,0.06502456176522295,13777.687985683915,219.7369499961035,high
glucoseaa020,p3A7,pl,4,pl8_A_7_p3-A7,1.4140955776688346,0.1783263703289205,1633.1870127424456,98.98785644416978,medium
glucoseaa020,p3A12,pl,4,pl8_A_12_p3-A12,1.8347719924660502,0.0944807653845818,13327.36511701675,267.33114865013874,high
glucoseaa020,p3B6,pl,4,pl8_B_6_p3-B6,1.397427854117481,0.14092436435932965,19950.685315493018,608.394446618348,high
glucoseaa020,p3B7,pl,4,pl8_B_7_p3-B7,1.375925428619227,0.08730644258817759,541.8242439211231,37.62216341960687,medium
glucoseaa020,p3C4,pl,4,pl8_C_4_p3-C4,1.4113928516591225,0.11141672286235531,13782.10157688984,591.0915213602216,high
glucoseaa020,p3C5,pl,4,pl8_C_5_p3-C5,1.401542403058164,0.1453465614828607,5364.178899183504,449.1392940330776,high
glucoseaa020,p3C6,pl,4,pl8_C_6_p3-C6,1.4823730046264847,0.09085681139749491,6812.613470455928,343.3058521204808,high
glucoseaa020,p3C8,pl,4,pl8_C_8_p3-C8,1.3105799769707944,0.07241374125693259,575.0972498632916,63.28104751416767,medium
glucoseaa020,p3C9,pl,4,pl8_C_9_p3-C9,1.5835950455639174,0.21501810913624522,267.6314507391687,41.397786588553174,medium
glucoseaa020,p3C10,pl,4,pl8_C_10_p3-C10,1.5299967044826956,0.12775111349894078,11396.470485762931,329.8485333601059,high
glucoseaa020,p3D3,pl,4,pl8_D_3_p3-D3,1.6107438887897652,0.02718999520750511,1005.993136596633,21.056993484234745,medium
glucoseaa020,p3D5,pl,4,pl8_D_5_p3-D5,1.576425660271123,0.17398587915922373,13516.890650715586,435.86474633665756,high
glucoseaa020,p3D6,pl,4,pl8_D_6_p3-D6,1.334942616757075,0.09801833978871594,9496.569368361166,372.3850205181147,high
glucoseaa020,p3D9,pl,4,pl8_D_9_p3-D9,1.6381951895688802,0.15044967393097725,2804.7899070229796,14.746929576379365,medium
glucoseaa020,p3D10,pl,4,pl8_D_10_p3-D10,1.6014557671719478,0.08801015515290492,16617.85897188585,519.669726308418,high
glucoseaa020,p3D11,pl,4,pl8_D_11_p3-D11,1.4226522951465568,0.10401650178608661,10090.043515362502,319.7112466797371,high
glucoseaa020,p3E2,pl,4,pl8_E_2_p3-E2,1.716029050232308,0.14892215592410168,444.15824365576646,18.78781756269095,medium
glucoseaa020,p3E4,pl,4,pl8_E_4_p3-E4,1.3449224699553841,0.10807089377088784,13592.90813382972,347.00130818061297,high
glucoseaa020,p3E5,pl,4,pl8_E_5_p3-E5,1.517309690711023,0.09119803518655216,4658.0137389456095,115.46270024942622,high
glucoseaa020,p3E6,pl,4,pl8_E_6_p3-E6,1.7712884993593636,0.18014825056545528,10031.196092753935,248.161718027537,high
glucoseaa020,p3E7,pl,4,pl8_E_7_p3-E7,1.5200552396024027,0.014867971587980621,854.0849408429681,14.649279138992835,medium
glucoseaa020,p3E8,pl,4,pl8_E_8_p3-E8,1.4035769794659458,0.04118500374755602,1201.8580476047887,24.450600278282355,medium
glucoseaa020,p3E9,pl,4,pl8_E_9_p3-E9,1.7486279395980768,0.1093223925810455,860.7109407556,39.39574627939231,medium
glucoseaa020,p3E10,pl,4,pl8_E_10_p3-E10,1.6863397820516792,0.1179083807843025,2477.78079427343,85.23224364682126,high
glucoseaa020,p3F3,pl,4,pl8_F_3_p3-F3,1.5193351996722992,0.11230215655506019,458.1274690700526,48.2915001887911,medium
glucoseaa020,p3F5,pl,4,pl8_F_5_p3-F5,1.555641391548185,0.05511267552455666,13912.61471802394,174.56517216949095,high
glucoseaa020,p3F6,pl,4,pl8_F_6_p3-F6,1.6558297092464296,0.022191865638204845,8277.293446871738,86.77659061543761,high
glucoseaa020,p3F7,pl,4,pl8_F_7_p3-F7,1.7401185839342332,0.08314539251736545,513.8287947329726,27.259569577699974,medium
glucoseaa020,p3F8,pl,4,pl8_F_8_p3-F8,1.6319857247678915,0.14672606437712457,1017.7217267398901,59.010427235574575,medium
glucoseaa020,p3F9,pl,4,pl8_F_9_p3-F9,1.7475721374609874,0.15341776344850333,427.46210692076176,38.10350033915014,medium
glucoseaa020,p3G4,pl,4,pl8_G_4_p3-G4,1.688586206727354,0.10424801345793766,16314.064810049393,208.619595012939,high
glucoseaa020,p3G5,pl,4,pl8_G_5_p3-G5,1.6991560091513271,0.04577188381466101,8111.859226935355,19.134579350170483,high
glucoseaa020,p3G6,pl,4,pl8_G_6_p3-G6,1.5074910277369848,0.1772405525745696,9737.556255093481,450.72908572288077,high
glucoseaa020,p3G7,pl,4,pl8_G_7_p3-G7,1.3865210217033919,0.11451844912905058,437.3913966636123,54.02952339524317,medium
glucoseaa020,p3G8,pl,4,pl8_G_8_p3-G8,1.7045151998151706,0.1260973556618565,789.4382446541015,44.33997207116735,medium
glucoseaa020,p3G9,pl,4,pl8_G_9_p3-G9,1.4773093015991177,0.1673976313830082,476.3054318288489,44.28363057221685,medium
glucoseaa020,p3G10,pl,4,pl8_G_10_p3-G10,1.8478491714249234,0.1812238997493424,7832.531681146711,106.23651242572997,high
glucoseaa020,p3H4,pl,4,pl8_H_4_p3-H4,1.6231498960320099,0.12346530954794664,9998.512282271102,275.83521533742754,high
glycerol040,hi3,pl,3,pl3_B_5_pl-hi3,0.587966741813084,0.0413607397975027,15382.656244100193,578.5929449709975,high
glycerol040,p3B6,pl,3,pl4_B_6_p3-B6,0.46193250934574215,0.01698519086079404,25738.256060445838,1573.0305536326784,high
glycerol040,p3B7,pl,3,pl4_B_7_p3-B7,0.5383527808643132,0.019393822668201062,1013.567102525354,99.49056000107099,medium
glycerol040,p3C4,pl,3,pl4_C_4_p3-C4,0.3961087624311019,0.010408536270937248,30155.831640745106,1471.5858438520124,high
glucose020,hi1,ch,3,pl5_A_4_ch-hi1,1.0904733380252851,0.05000064179198313,5321.537663671902,392.743391742539,high
glucose020,p2A12,pl,3,pl5_A_12_p2-A12,1.0096602680902587,0.03816615386386492,24845.45973838667,829.4636629437663,high
glucose020,p2B7,pl,3,pl5_B_7_p2-B7,1.0169674084192983,0.09324482461961789,1902.8542073947842,185.74220236949628,medium
glucose020,p2B10,pl,3,pl5_B_10_p2-B10,1.0356807739533491,0.05471508209639436,24354.021808694048,965.4216082761122,high
glucose020,med2,ch,3,pl5_C_4_ch-med2,0.8618307278034385,0.014942340109786612,320.1144710332501,25.894654934578032,medium
glucose020,p2C8,pl,3,pl5_C_8_p2-C8,1.1349096206271625,0.10409154257713861,484.1671174846551,74.48793448782337,medium
glucose020,rplN,ch,3,pl5_E_3_ch-rplN,0.8969299500392632,0.03207177562404472,18027.273088625447,1312.6991825381692,ribsomomal
glucose020,rplN,ch,3,pl5_E_4_ch-rplN,0.9370274094349146,0.04156107892624732,18355.353406465092,1436.2681923887294,ribsomomal
glucose020,rpmB,pl,3,pl5_F_5_pl-rpmB,0.9695535950839483,0.0566859537515363,12188.928985976027,975.3161977645119,ribosomal
glucose020,rpsB,ch,3,pl5_G_3_ch-rpsB,0.9549830019508848,0.053156751892983474,2296.0183379800355,154.56474995973755,ribosomal
glucose020,p3A3,pl,3,pl6_A_3_p3-A3,0.8523987372736459,0.02877139296478745,1416.1683873209656,54.44120970566982,medium
glucose020,p3B2,pl,3,pl6_B_2_p3-B2,0.7995201505449971,0.04043852652602354,1200.7782919074034,42.90779090926998,medium
glucose020,p3C5,pl,3,pl6_C_5_p3-C5,0.8002790171216833,0.014224411672849636,10552.873097850494,227.58874458091086,high
glucose020,p3D3,pl,3,pl6_D_3_p3-D3,0.8006655662357839,0.007378181164259897,1489.7200505932806,111.23893191846544,medium
glucose020,p3E8,pl,3,pl6_E_8_p3-E8,0.9126164091698689,0.04114602728529043,1283.9988522232352,61.02111895697679,medium
glucose020,p3F10,pl,3,pl6_F_10_p3-F10,0.7627807931028205,0.024508343900410255,33698.06252360285,1290.8599921677003,high
glucose020,p3G1,pl,3,pl6_G_1_p3-G1,0.9292456284389747,0.019035211951848218,1029.1912645837747,60.01255099620593,medium
glucoseaa020,hi1,pl,3,pl7_A_6_pl-hi1,2.266003573771718,0.03970522343471669,18901.423463879917,989.9035577598055,high
glucoseaa020,p2A10,pl,3,pl7_A_10_p2-A10,1.5615227774915843,0.17412840697311813,23185.728527505442,934.9460852624466,high
glucoseaa020,rpsB,pl,3,pl7_G_5_pl-rpsB,1.6827536932654785,0.11542968115749441,7160.444878500946,366.88128320483986,ribosomal
glucoseaa020,rrnB,ch,3,pl7_H_3_ch-rrnB,1.7980303121396781,0.14913774871866117,5982.152886560559,40.06056796949039,ribosomal
glucoseaa020,p2H9,pl,3,pl7_H_9_p2-H9,1.732475563422808,0.06263078162955846,390.38470567751665,23.148767726582683,medium
glucoseaa020,p3B5,pl,3,pl8_B_5_p3-B5,2.0481288290090127,0.00999444390370915,3644.59896668123,53.01311427037757,high
glucoseaa020,p3C5,pl,3,pl8_C_5_p3-C5,1.8878043072802757,0.16244953249121466,2310.6722496396274,84.36965554828274,high
glucoseaa020,p3D5,pl,3,pl8_D_5_p3-D5,2.0266576885692733,0.22716307939889036,9245.301418754783,172.2508621165057,high
glucoseaa020,p3H1,pl,3,pl8_H_1_p3-H1,1.6736984422683157,0.0975905032249425,1007.9717541951644,30.956470913791048,medium
glucoseaa020,p3H9,pl,3,pl8_H_9_p3-H9,1.8221371968458555,0.11044445626871764,696.6425848349882,14.341381003298158,medium
glucoseaa020,p3H11,pl,3,pl8_H_11_p3-H11,1.9363375244362924,0.07209048274314912,5160.1525057262315,156.22417381855678,high
glycerol040,hi1,pl,1,pl3_A_6_pl-hi1,0.7631008676015181,0.04250936856168782,27960.407900155304,878.9299707265761,high
glycerol040,p2A8,pl,1,pl3_A_8_p2-A8,0.8455802126330004,0.008598054802751963,1299.6476037019584,70.42505229692618,medium
glycerol040,rrnB,ch,1,pl3_H_3_ch-rrnB,0.5556445770677341,0.005444278571101312,2676.159126479136,30.3303117739437,ribosomal
glycerol040,p3A7,pl,1,pl4_A_7_p3-A7,0.5637956984654433,0.022850545259371583,1619.8368679205134,108.24523004001843,medium
glycerol040,p3B6,pl,1,pl4_B_6_p3-B6,0.5214600961949581,0.00447407798792376,20792.390927095472,248.98111406395293,high
glycerol040,p3C5,pl,1,pl4_C_5_p3-C5,0.4744066708132181,0.004285018000261081,11474.589039012013,227.41385789307003,high
glycerol040,p3C10,pl,1,pl4_C_10_p3-C10,0.46787087760216256,0.01890827183511363,14446.211196785638,474.6089613981845,high
glycerol040,p3D3,pl,1,pl4_D_3_p3-D3,0.402201863200029,0.0082421639878161,1266.2941249749892,74.73938226338531,medium
glycerol040,p3E7,pl,1,pl4_E_7_p3-E7,0.4653130990357184,0.009871009352247249,1045.575209581153,14.452300075796392,medium
glycerol040,p3E9,pl,1,pl4_E_9_p3-E9,0.4413138766667143,0.004518878757678072,1162.1618687054447,45.67624035420879,medium
glycerol040,p3F5,pl,1,pl4_F_5_p3-F5,0.4474973360136255,0.0075848841034387715,17412.629808893606,437.7796160748849,high
glycerol040,p3G3,pl,1,pl4_G_3_p3-G3,0.43074756828453553,0.004964603084258566,1109.980668596137,83.3270752859175,medium
glycerol040,p3G5,pl,1,pl4_G_5_p3-G5,0.4399969086133244,0.010446632423535456,12875.214169882554,415.3693574233012,high
glycerol040,p3G8,pl,1,pl4_G_8_p3-G8,0.49972559471261563,0.007952684727121838,1935.2263907239037,68.72854457906999,medium
glucose020,p3A12,pl,1,pl6_A_12_p3-A12,0.954264368643815,0.060405582589616695,14986.449559689778,244.94641201351527,high
glucose020,p3C2,pl,1,pl6_C_2_p3-C2,0.7256008583472844,0.05455985712234585,1130.1509015275085,143.91582009522267,medium
glucose020,p3C9,pl,1,pl6_C_9_p3-C9,0.8725921524542107,0.01778560009944878,651.1366347485316,37.894951450787346,medium
glucose020,p3C12,pl,1,pl6_C_12_p3-C12,0.9279053288976058,0.029242418111303996,14592.81397880366,144.12440144497418,high
glucose020,p3D1,pl,1,pl6_D_1_p3-D1,0.8370001590614725,0.027452744832400528,1562.0507894657828,82.04385885546503,medium
glucose020,p3D11,pl,1,pl6_D_11_p3-D11,0.8169033580154452,0.019917227406424008,14441.317568398257,229.75493212594395,high
glucose020,p3E1,pl,1,pl6_E_1_p3-E1,0.8623869787370603,0.02232720844444421,1776.0983724635944,48.84449265020736,medium
glucose020,p3E3,pl,1,pl6_E_3_p3-E3,0.8673369984679372,0.03367079451354582,1474.8291051975502,22.253568576988208,medium
glucose020,p3E4,pl,1,pl6_E_4_p3-E4,0.9012961905007493,0.031340181535584974,12010.745794847404,387.0247268753865,high
glucose020,p3E12,pl,1,pl6_E_12_p3-E12,0.9078820579406683,0.04687020347984395,13424.312472022706,293.59752451780145,high
glucose020,p3F2,pl,1,pl6_F_2_p3-F2,0.8460591508262967,0.014623584548343496,746.0681387365054,14.924557117814105,medium
glucose020,p3F5,pl,1,pl6_F_5_p3-F5,0.8269355549574485,0.04264209418056241,15558.825373153362,1459.1013880730804,high
glucose020,p3F8,pl,1,pl6_F_8_p3-F8,0.8271516542086521,0.03154641360473962,1119.6852972050065,27.32809237828136,medium
glucose020,p3G7,pl,1,pl6_G_7_p3-G7,0.88538496079595,0.02850925947267961,548.5899298101153,31.096076318528183,medium
glucose020,p3G10,pl,1,pl6_G_10_p3-G10,0.9525240043655477,0.03252986476980822,10996.212611962594,276.4986639628178,high
glucose020,p3H9,pl,1,pl6_H_9_p3-H9,0.7903147285768936,0.011788284408468403,1313.584577141398,44.70101081125926,medium
glucose020,p3H10,pl,1,pl6_H_10_p3-H10,0.9286217139974161,0.016850846122646295,12119.291176553219,164.40364954246323,high
glucose020,p3H12,pl,1,pl6_H_12_p3-H12,0.810057800414736,0.032428786874278366,12439.079436874988,373.91285604897996,high
glucose020,rpmB,pl,1,pl5_F_6_pl-rpmB,0.691329409710453,0.06005513724363837,15215.600462437736,326.2717836626372,ribosomal
glucoseaa020,p2C12,pl,1,pl7_C_12_p2-C12,1.646051124624066,0.09740195776864874,8263.782818202897,288.06392111834754,high
glucose020,p3A2,pl,2,pl6_A_2_p3-A2,0.8889277624348185,0.04748428102555318,1109.0350539203673,91.86724037366669,medium
glucose020,p3B2,pl,2,pl6_B_2_p3-B2,0.8467237388201027,0.029485007069105815,826.1820636049433,59.99641612649253,medium
glucose020,p3C3,pl,2,pl6_C_3_p3-C3,0.756737591594054,0.02585818847101129,1670.3548728481005,52.15780269865952,medium
glucose020,p3C4,pl,2,pl6_C_4_p3-C4,0.7239170542145145,0.026771321336183825,22711.736810613966,1035.326624837465,high
glucose020,p3C12,pl,2,pl6_C_12_p3-C12,0.9165560037947074,0.030414198664275607,22754.63171101628,984.1008269827967,high
glucose020,p3D1,pl,2,pl6_D_1_p3-D1,0.7476127143373013,0.026621988927972157,2217.6327687053854,121.2447081950336,medium
glucose020,p3D4,pl,2,pl6_D_4_p3-D4,0.8331872405997858,0.04615367827114046,10592.029480504461,539.1177815390856,high
glucose020,p3E1,pl,2,pl6_E_1_p3-E1,0.8128005721313423,0.023312701409000193,2513.354552140717,101.23028077479003,medium
glucose020,p3F8,pl,2,pl6_F_8_p3-F8,0.9552655004713769,0.045310071556480105,1231.0662500683368,77.170704823748,medium
glucose020,p3F9,pl,2,pl6_F_9_p3-F9,0.8709702963756147,0.015350717099062137,865.6384434840613,47.87464512717993,medium
glucose020,p3F11,pl,2,pl6_F_11_p3-F11,0.8088062141182033,0.02775123462101244,17755.508048960284,745.967723451724,high
glucose020,p3F12,pl,2,pl6_F_12_p3-F12,0.9129291813103139,0.02564539353904011,25980.04394025083,935.1621278350452,high
glucose020,p3G1,pl,2,pl6_G_1_p3-G1,0.8498288184283819,0.017878189290218928,1096.1368786621765,32.0161361111574,medium
glucose020,p3G3,pl,2,pl6_G_3_p3-G3,0.8389314109340422,0.03405734813697693,1323.9660032934344,92.71598740961403,medium
glucose020,p3H1,pl,2,pl6_H_1_p3-H1,0.8698116601405516,0.02267597910889546,2128.895371244092,30.62648243409623,medium
glucose020,p3H2,pl,2,pl6_H_2_p3-H2,0.8645503371730411,0.021652924113875986,950.0296872554516,28.289548790022078,medium
glucose020,p3H11,pl,2,pl6_H_11_p3-H11,1.0089094235725549,0.05114375545187992,15972.5910595698,640.7536545247964,high
glycerol040,p2E7,pl,2,pl3_E_7_p2-E7,0.3327310085393877,0.0067103882457253995,1000.9855986758766,72.66904262576409,medium
glycerol040,p2F10,pl,2,pl3_F_10_p2-F10,0.48610592704107003,0.009402656987330055,35238.56965373936,1050.69283755068,high
glycerol040,rrnB,pl,2,pl3_H_5_pl-rrnB,0.4629002928001437,0.014659142566511189,25107.049903138715,470.9210814664395,ribosomal
glycerol040,p3B10,pl,2,pl4_B_10_p3-B10,0.4377424761971582,0.01569587643816016,18768.537719306074,628.9135550323199,high
glycerol040,p3C2,pl,2,pl4_C_2_p3-C2,0.3703584437676628,0.015996534309787196,1224.6052499082487,74.15600874082598,medium
glucose020,hi1,pl,2,pl5_A_6_pl-hi1,0.9126548172596617,0.046171825155658444,29547.735712697173,1674.527292372946,high
glucose020,p2A10,pl,2,pl5_A_10_p2-A10,0.9576198444659111,0.049075717759220705,21661.33169384152,1199.705001042742,high
glucose020,p2B12,pl,2,pl5_B_12_p2-B12,0.9048073366816535,0.02379162205510155,12181.389292012644,521.9228674695344,high
glucose020,med2,ch,2,pl5_C_4_ch-med2,0.6896987537758721,0.010457543476469135,356.7290591696262,22.296090329827177,medium
glucose020,p2C10,pl,2,pl5_C_10_p2-C10,0.8690618033778982,0.016712049836475174,15870.02460960309,686.4900370675684,high
glucose020,med3,ch,2,pl5_D_3_ch-med3,0.7340783102562934,0.01524635079238404,349.01799092645047,36.66391954371131,medium
glucose020,med3,ch,2,pl5_D_4_ch-med3,0.7144148640648488,0.022921676639649356,416.80051996344,37.23827924564043,medium
glucose020,rplN,ch,2,pl5_E_4_ch-rplN,0.661212461339037,0.010764918472805864,18097.213785527336,1301.2519753224842,ribsomomal
glucose020,p2E7,pl,2,pl5_E_7_p2-E7,0.7699319224822162,0.008925331155469706,1383.8357711930703,48.55181210488186,medium
glucose020,p2E8,pl,2,pl5_E_8_p2-E8,0.7107909736768272,0.007076260979716819,2653.805594467335,73.21529840548111,medium
glucose020,p2E10,pl,2,pl5_E_10_p2-E10,0.8139398848607696,0.016446929045430617,26322.801215536118,781.6180126281583,high
glucose020,rpmB,ch,2,pl5_F_3_ch-rpmB,0.6999882600496391,0.01204143822186838,2102.8313905367304,123.99815289786314,ribosomal
glucose020,rpmB,pl,2,pl5_F_5_pl-rpmB,0.7067450123730775,0.025998763397809304,13716.400091173891,642.2253398702996,ribosomal
glucose020,rpmB,pl,2,pl5_F_6_pl-rpmB,0.7212123417362849,0.026330432650395173,14221.161874446942,770.1842854009416,ribosomal
glucose020,rpsB,ch,2,pl5_G_4_ch-rpsB,0.7198022373069738,0.020526347310259926,3048.146346582679,153.11298878494702,ribosomal
glucose020,rpsB,pl,2,pl5_G_6_pl-rpsB,0.7708159661737404,0.014825193776836085,12552.241704996606,445.1106606592243,ribosomal
glucose020,p2G8,pl,2,pl5_G_8_p2-G8,0.7664924379995711,0.02684046490402446,2313.2042551275636,95.82016941546073,medium
glucose020,p2H8,pl,2,pl5_H_8_p2-H8,0.9023115352848379,0.016331821004452098,878.5899319673565,38.31749380001227,medium
glucose020,p2H10,pl,2,pl5_H_10_p2-H10,0.815041972561704,0.012651739586902471,16758.734886377984,288.7067925590457,high
glucose020,hi1,ch,6,pl5_A_3_ch-hi1,0.9336060435478712,0.04566190674405565,5960.775665619979,241.7926704855591,high
glucose020,hi1,ch,6,pl5_A_4_ch-hi1,0.972735843353698,0.06805344873361598,6382.169368860376,391.3025064866942,high
glucose020,hi1,pl,6,pl5_A_6_pl-hi1,1.022335490805655,0.042891114794620454,26959.235338518094,545.6160626588339,high
glucose020,p2A7,pl,6,pl5_A_7_p2-A7,1.1588825681589192,0.046524456987729584,1130.7213419821205,49.48767355778868,medium
glucose020,hi3,ch,6,pl5_B_4_ch-hi3,0.8743160952734834,0.03946921079150965,1267.9387131931833,49.24184124965253,high
glucose020,p2B9,pl,6,pl5_B_9_p2-B9,0.9703445989551795,0.02768669564564445,1209.330687235083,99.9978783551133,medium
glucose020,p2B11,pl,6,pl5_B_11_p2-B11,0.9655335093750977,0.038696039616612804,11482.64818504009,394.825736838769,high
glucose020,p2C7,pl,6,pl5_C_7_p2-C7,0.7972767598714721,0.020921880658677793,1737.2471480976988,69.00488568729503,medium
glucose020,p2C8,pl,6,pl5_C_8_p2-C8,0.8330278426501092,0.014606831657373698,532.6169037191883,27.456264527523995,medium
glucose020,med3,ch,6,pl5_D_4_ch-med3,0.717080040755548,0.011739723542084123,438.86608245569164,11.898983689657193,medium
glucose020,med3,pl,6,pl5_D_5_pl-med3,0.8057375326700872,0.01880257386662104,1394.4205166673323,21.812541077870378,medium
glucose020,rplN,ch,6,pl5_E_3_ch-rplN,0.7663879982099818,0.007505204537581912,15266.350719127027,1034.0118378928885,ribsomomal
glucose020,p2E8,pl,6,pl5_E_8_p2-E8,0.85605017392441,0.018853603997514054,1508.5492064010068,48.12649758916609,medium
glucose020,p2E11,pl,6,pl5_E_11_p2-E11,0.752335820963319,0.011160254168130148,20065.402856221914,631.0714647909099,high
glucose020,p2F8,pl,6,pl5_F_8_p2-F8,0.852415161913209,0.029389177610712188,800.542353232812,48.63999824602887,medium
glucose020,rpsB,ch,6,pl5_G_3_ch-rpsB,0.8190245988878743,0.017003439727479898,2217.3668647237055,97.75238536308005,ribosomal
glucose020,p2G11,pl,6,pl5_G_11_p2-G11,0.9953920664627807,0.020080054426564683,14547.107581522858,796.0408581395124,high
glucose020,p2G12,pl,6,pl5_G_12_p2-G12,1.0402131548757474,0.03641753166174708,25124.60084924224,680.5310923380356,high
glucose020,rrnB,pl,6,pl5_H_5_pl-rrnB,0.8744322154841238,0.022730284034214194,16481.905013255433,767.1540640579739,ribosomal
glycerol040,med2,pl,4,pl3_C_5_pl-med2,0.5053771002916899,0.005056790117415791,1183.1327106132778,58.61815839955803,medium
glycerol040,p2F10,pl,7,pl3_F_10_p2-F10,0.5448447620129826,0.027922920159975762,25582.58881903826,1651.9012075912308,high
glycerol040,p2A11,pl,5,pl3_A_11_p2-A11,0.6386117976768555,0.02718499178850824,16494.56171715638,935.597656500455,high
glycerol040,p2B11,pl,5,pl3_B_11_p2-B11,0.5305894218640786,0.00880914013189928,18993.47835473256,350.76121989819046,high
glycerol040,p2C7,pl,5,pl3_C_7_p2-C7,0.43227224667047887,0.016536737107076867,1812.7303289004453,80.72863073125274,medium
glycerol040,p2C8,pl,5,pl3_C_8_p2-C8,0.46956126717973595,0.016617755385862337,2203.3364471407485,166.07887593432568,medium
glycerol040,p2C9,pl,5,pl3_C_9_p2-C9,0.5569730257552747,0.009832775558384152,3640.2052692014904,84.67467090186781,medium
glycerol040,p2C10,pl,5,pl3_C_10_p2-C10,0.557474349362529,0.007326131861464132,19136.700225086628,360.9615606083345,high
glycerol040,med3,pl,5,pl3_D_5_pl-med3,0.44480958044158064,0.010369594689606784,2579.9830484907816,41.47532225532183,medium
glycerol040,med3,pl,5,pl3_D_6_pl-med3,0.45215248978816447,0.02154886946237786,2103.1073410967765,69.3066223346172,medium
glycerol040,p2D7,pl,5,pl3_D_7_p2-D7,0.4643826508429853,0.01986972401863301,229.799450781622,44.06772573142528,medium
glycerol040,p2D9,pl,5,pl3_D_9_p2-D9,0.5275832927620897,0.008663434487788889,990.8198026522689,40.21725939352679,medium
glycerol040,p2D12,pl,5,pl3_D_12_p2-D12,0.5312056807055711,0.01354802943647851,26921.01705273889,486.3364495941941,high
glycerol040,rplN,pl,5,pl3_E_5_pl-rplN,0.4734406553061992,0.015513890908321854,74366.02623789255,1265.270785216613,ribsomomal
glycerol040,rplN,pl,5,pl3_E_6_pl-rplN,0.4717261587784405,0.007462504824022227,80506.29968360798,1337.2115993458356,ribsomomal
glycerol040,p2E7,pl,5,pl3_E_7_p2-E7,0.5197787047536134,0.01550993292150256,1018.2542185280439,29.059734273848903,medium
glycerol040,p2E8,pl,5,pl3_E_8_p2-E8,0.44009091048628496,0.01732166820711933,2399.6366913742486,149.0100593409547,medium
glycerol040,p2E11,pl,5,pl3_E_11_p2-E11,0.47515185789929204,0.0073121503640688566,26899.32552360748,692.446474263117,high
glycerol040,rpmB,ch,5,pl3_F_3_ch-rpmB,0.4136692429833313,0.01136343622182855,1960.7872724318613,49.83126037941337,ribosomal
glycerol040,rpmB,pl,5,pl3_F_6_pl-rpmB,0.4927571641413901,0.007860491626949415,16314.915643884651,600.3260794385184,ribosomal
glycerol040,p2F8,pl,5,pl3_F_8_p2-F8,0.48903849362539853,0.021137761565838287,1169.1163314255987,69.8924114643268,medium
glycerol040,p2F10,pl,5,pl3_F_10_p2-F10,0.5055187676946177,0.024573379206440742,26629.062569106343,977.6793543005016,high
glycerol040,p2F12,pl,5,pl3_F_12_p2-F12,0.5523184720358096,0.018766295350005107,14054.711942279191,396.8699034833404,high
glycerol040,rpsB,pl,5,pl3_G_5_pl-rpsB,0.5439972271109097,0.014886154835784295,13014.35552997513,419.92342732076486,ribosomal
glycerol040,rpsB,pl,5,pl3_G_6_pl-rpsB,0.5043803203937123,0.018726091402940143,12043.996408376664,248.60918391047804,ribosomal
glycerol040,p2G7,pl,5,pl3_G_7_p2-G7,0.5597653872114607,0.01454873426238805,1869.1467149623081,93.78229523921166,medium
glycerol040,p2H10,pl,5,pl3_H_10_p2-H10,0.521947053159359,0.032450538099399136,14612.527859304686,678.9623410296923,high
